user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
AW107-megahit_bin.19	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__Phil1;s__Phil1 sp001940855	GCA_001940855.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__Phil1;s__Phil1 sp001940855	96.52	0.97	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
AW107-megahit_bin.2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525	GCF_018918025.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525	97.52	0.894	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
AW107-megahit_bin.20	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__	ANI	classification based on placement in class-level tree	GCA_004555635.1, s__CAG-115 sp004555635, 95.0, 78.55, 0.335; GCA_900766795.1, s__CAG-115 sp900766795, 95.0, 78.28, 0.391; GCA_900768125.1, s__CAG-115 sp900768125, 95.0, 78.08, 0.326; GCA_003531585.1, s__CAG-115 sp003531585, 95.0, 78.01, 0.336; GCA_014799395.1, s__CAG-115 sp014799395, 95.0, 77.94, 0.302; GCA_000432175.1, s__CAG-115 sp000432175, 95.0, 77.9, 0.288; GCA_900542145.1, s__CAG-115 sp003507295, 95.0, 77.65, 0.283; GCA_017829075.1, s__CAG-115 sp017829075, 95.0, 77.56, 0.281; GCA_910587465.1, s__CAG-115 sp910587465, 95.0, 77.51, 0.23; GCA_910579125.1, s__CAG-115 sp910579125, 95.0, 77.46, 0.271; GCA_003516865.1, s__CAG-115 sp003516865, 95.0, 77.29, 0.201; GCA_004554555.1, s__CAG-115 sp004554555, 95.0, 77.25, 0.197; GCA_002304735.1, s__CAG-115 sp002304735, 95.0, 77.19, 0.201; GCA_015067375.1, s__CAG-115 sp015067375, 95.0, 77.13, 0.188; GCA_910587135.1, s__CAG-115 sp910587135, 95.0, 77.11, 0.29; GCA_004555855.1, s__CAG-115 sp004555855, 95.0, 77.08, 0.195; GCA_017847835.1, s__CAG-115 sp017847835, 95.0, 77.03, 0.163; GCA_002492075.1, s__CAG-115 sp002492075, 95.0, 77.03, 0.165; GCA_017461565.1, s__CAG-115 sp017461565, 95.0, 77.01, 0.159; GCA_910577365.1, s__CAG-115 sp910577365, 95.0, 76.98, 0.241; GCA_002425305.1, s__CAG-115 sp002425305, 95.0, 76.85, 0.167; GCA_900768705.1, s__CAG-115 sp900768705, 95.0, 76.85, 0.099; GCA_017848155.1, s__CAG-115 sp017848155, 95.0, 76.82, 0.146; GCA_015067175.1, s__CAG-115 sp015067175, 95.0, 76.79, 0.205; GCA_017465665.1, s__CAG-115 sp017465665, 95.0, 76.74, 0.175; GCA_017440445.1, s__CAG-115 sp017440445, 95.0, 76.68, 0.14; GCA_014799385.1, s__CAG-115 sp014799385, 95.0, 76.37, 0.127	77.03	11	0.94875	N/A
AW107-megahit_bin.21	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__UBA1067;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__UBA1067;s__	ANI	classification based on placement in class-level tree	GCA_900320855.1, s__UBA1067 sp900320855, 95.0, 81.3, 0.425; GCA_002321305.1, s__UBA1067 sp002321305, 95.0, 80.37, 0.411; GCA_902788415.1, s__UBA1067 sp902788415, 95.0, 78.71, 0.23; GCA_016303225.1, s__UBA1067 sp016303225, 95.0, 78.49, 0.213; GCA_017463935.1, s__UBA1067 sp017463935, 95.0, 78.36, 0.174; GCA_004551905.1, s__UBA1067 sp004551905, 95.0, 78.12, 0.183; GCA_015061665.1, s__UBA1067 sp015061665, 95.0, 78.07, 0.15; GCA_018384485.1, s__UBA1067 sp018384485, 95.0, 78.06, 0.066; GCA_002449695.1, s__UBA1067 sp002449695, 95.0, 77.96, 0.204; GCA_016284515.1, s__UBA1067 sp016284515, 95.0, 77.95, 0.167; GCA_016296065.1, s__UBA1067 sp016296065, 95.0, 77.94, 0.166; GCA_017406465.1, s__UBA1067 sp017406465, 95.0, 77.93, 0.164; GCA_902764415.1, s__UBA1067 sp002351765, 95.0, 77.93, 0.169; GCA_017412325.1, s__UBA1067 sp017412325, 95.0, 77.77, 0.286; GCA_017405115.1, s__UBA1067 sp017405115, 95.0, 77.75, 0.19; GCA_902770045.1, s__UBA1067 sp902770045, 95.0, 77.71, 0.122; GCA_900767325.1, s__UBA1067 sp900767325, 95.0, 77.7, 0.205; GCA_900321255.1, s__UBA1067 sp900321255, 95.6109, 77.67, 0.157; GCA_902775595.1, s__UBA1067 sp002350535, 95.6109, 77.66, 0.166; GCA_002440145.1, s__UBA1067 sp002440145, 95.0, 77.62, 0.163; GCA_902799955.1, s__UBA1067 sp902799955, 95.0, 77.59, 0.159; GCA_017403825.1, s__UBA1067 sp017403825, 95.0, 77.56, 0.183; GCA_902799385.1, s__UBA1067 sp902799385, 95.0, 77.53, 0.167; GCA_017395505.1, s__UBA1067 sp017395505, 95.0, 77.51, 0.108; GCA_017650345.1, s__UBA1067 sp017650345, 95.0, 77.46, 0.166; GCA_902780865.1, s__UBA1067 sp902780865, 95.0, 77.43, 0.16; GCA_902800055.1, s__UBA1067 sp902800055, 95.0, 77.35, 0.167; GCA_902773015.1, s__UBA1067 sp902773015, 95.0, 77.34, 0.173; GCA_017432385.1, s__UBA1067 sp017432385, 95.0, 77.3, 0.145; GCA_902761275.1, s__UBA1067 sp902761275, 95.0, 77.27, 0.185; GCA_017514235.1, s__UBA1067 sp017514235, 95.0, 77.27, 0.185; GCA_902801025.1, s__UBA1067 sp902801025, 95.0, 77.25, 0.179; GCA_016288465.1, s__UBA1067 sp016288465, 95.0, 77.24, 0.172; GCA_017418445.1, s__UBA1067 sp017418445, 95.0, 77.22, 0.172; GCA_017389885.1, s__UBA1067 sp017389885, 95.0, 77.19, 0.161; GCA_017547265.1, s__UBA1067 sp017547265, 95.0, 77.15, 0.124; GCA_017629455.1, s__UBA1067 sp017629455, 95.0, 77.04, 0.047; GCA_017652705.1, s__UBA1067 sp017652705, 95.0, 77.03, 0.092; GCA_016280825.1, s__UBA1067 sp016280825, 95.0, 76.98, 0.099; GCA_002395905.1, s__UBA1067 sp002395905, 95.0, 76.97, 0.117; GCA_902772905.1, s__UBA1067 sp902772905, 95.0, 76.93, 0.131; GCA_902776615.1, s__UBA1067 sp902776615, 95.0, 76.86, 0.089; GCA_002298665.1, s__UBA1067 sp002298665, 95.0, 76.85, 0.16; GCA_017508315.1, s__UBA1067 sp017508315, 95.0, 76.82, 0.118; GCA_017628165.1, s__UBA1067 sp017628165, 95.0, 76.8, 0.061; GCA_017959645.1, s__UBA1067 sp017959645, 95.0, 76.76, 0.089; GCA_017965685.1, s__UBA1067 sp017965685, 95.0, 76.76, 0.066; GCA_017542055.1, s__UBA1067 sp017542055, 95.0, 76.71, 0.101; GCA_900321575.1, s__UBA1067 sp900321575, 95.0, 76.69, 0.093; GCA_002392765.1, s__UBA1067 sp002392765, 95.0, 76.69, 0.089; GCA_002371755.1, s__UBA1067 sp002371755, 95.0, 76.64, 0.063; GCA_017507065.1, s__UBA1067 sp017507065, 95.0, 76.63, 0.083; GCA_002315875.1, s__UBA1067 sp002315875, 95.0, 76.59, 0.131; GCA_904502135.1, s__UBA1067 sp904502135, 95.0, 76.54, 0.041; GCA_017525475.1, s__UBA1067 sp017525475, 95.0, 76.48, 0.104; GCA_017447805.1, s__UBA1067 sp017447805, 95.0, 76.42, 0.033; GCA_002371135.1, s__UBA1067 sp002371135, 95.0, 76.41, 0.099; GCA_017648225.1, s__UBA1067 sp017648225, 95.0, 76.4, 0.051; GCA_017385345.1, s__UBA1067 sp017385345, 95.0, 76.37, 0.082; GCA_002369235.1, s__UBA1067 sp002369235, 95.0, 76.37, 0.101; GCA_017520845.1, s__UBA1067 sp017520845, 95.0, 76.36, 0.078; GCA_017629735.1, s__UBA1067 sp017629735, 95.0, 76.19, 0.072; GCA_017631385.1, s__UBA1067 sp017631385, 95.0, 76.19, 0.021; GCA_002363575.1, s__UBA1067 sp002363575, 95.0, 76.08, 0.071; GCA_017628025.1, s__UBA1067 sp017628025, 95.0, 75.55, 0.026	51.81	11	0.9767	N/A
AW107-megahit_bin.22	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-914;s__CAG-914 sp000437895	GCA_000437895.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-914;s__CAG-914 sp000437895	96.18	0.566	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
AW107-megahit_bin.23	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp000432655	GCA_000432655.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp000432655	95.28	0.906	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
AW107-megahit_bin.24	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__UBA4644;s__UBA4644 sp900555855	GCA_900555855.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__UBA4644;s__UBA4644 sp900555855	97.92	0.793	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
AW107-megahit_bin.25	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	N/A	N/A	N/A	N/A	N/A	GCA_900548195.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900548195	94.05	0.847	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_900552965.1, s__Prevotella sp900552965, 95.0, 88.75, 0.674; GCA_002317355.1, s__Prevotella sp002317355, 95.0, 78.23, 0.22; GCA_900769275.1, s__Prevotella sp900769275, 95.0, 78.04, 0.265; GCA_900315105.1, s__Prevotella sp900315105, 95.0, 77.86, 0.238; GCA_902798615.1, s__Prevotella sp902798615, 95.0, 77.85, 0.244; GCA_900550035.1, s__Prevotella sp900550035, 95.0, 77.78, 0.088; GCA_902801155.1, s__Prevotella sp902801155, 95.0, 77.75, 0.21; GCA_018065145.1, s__Prevotella sp018065145, 95.0, 77.62, 0.124; GCA_902801425.1, s__Prevotella sp902801425, 95.0, 77.57, 0.22; GCA_900546575.1, s__Prevotella sp900546575, 95.0, 77.56, 0.094; GCA_902778265.1, s__Prevotella sp902778265, 95.0, 77.46, 0.179; GCA_905233165.1, s__Prevotella sp905233165, 95.0, 76.97, 0.098; GCA_905233245.1, s__Prevotella sp905233245, 95.0, 76.95, 0.108; GCA_002394365.1, s__Prevotella sp002394365, 95.0, 76.92, 0.12; GCA_017479675.1, s__Prevotella sp017479675, 95.0, 76.9, 0.088; GCA_002353585.1, s__Prevotella sp002353585, 95.0, 76.83, 0.128; GCA_000436915.1, s__Prevotella sp000436915, 95.0, 76.83, 0.096; GCA_002316005.1, s__Prevotella sp002316005, 95.0, 76.71, 0.09; GCA_902799455.1, s__Prevotella sp902799455, 95.0, 76.71, 0.083; GCF_002265625.1, s__Prevotella sp002265625, 95.0, 76.69, 0.081; GCF_013166595.1, s__Prevotella sp002298815, 95.0, 76.68, 0.079; GCA_017475005.1, s__Prevotella sp017475005, 95.0, 76.68, 0.09; GCA_900553155.1, s__Prevotella sp900553155, 95.0, 76.67, 0.059; GCA_017424205.1, s__Prevotella sp017424205, 95.0, 76.6, 0.063; GCA_017413085.1, s__Prevotella sp017413085, 95.0, 76.57, 0.071; GCA_017642485.1, s__Prevotella sp017642485, 95.0, 76.56, 0.09; GCA_004792655.1, s__Prevotella sp004792655, 95.0, 76.56, 0.079; GCA_902774795.1, s__Prevotella sp902774795, 95.0, 76.56, 0.084; GCA_002373375.1, s__Prevotella sp002373375, 95.0, 76.51, 0.077; GCA_017541365.1, s__Prevotella sp017541365, 95.0, 76.5, 0.075; GCA_900769055.1, s__Prevotella sp900769055, 95.0, 76.49, 0.053; GCA_905214625.1, s__Prevotella sp905214625, 95.0, 76.48, 0.027; GCA_002392645.1, s__Prevotella sp002392645, 95.0, 76.47, 0.066; GCA_900544495.1, s__Prevotella sp900544495, 95.0, 76.42, 0.09; GCA_016281055.1, s__Prevotella sp016281055, 95.0, 76.4, 0.116; GCA_900552515.1, s__Prevotella sp900552515, 95.0, 76.36, 0.077; GCA_017462915.1, s__Prevotella sp017462915, 95.0, 76.34, 0.088; GCA_017617725.1, s__Prevotella sp017617725, 95.0, 76.28, 0.037; GCA_004555245.1, s__Prevotella sp004555245, 95.0, 76.25, 0.051; GCA_017478025.1, s__Prevotella sp017478025, 95.0, 76.24, 0.092; GCA_002353975.1, s__Prevotella sp002353975, 95.0, 76.21, 0.055; GCF_002251365.1, s__Prevotella sp002251365, 95.0, 76.2, 0.049; GCA_902769705.1, s__Prevotella sp902769705, 95.0, 76.17, 0.039; GCA_902762325.1, s__Prevotella sp902762325, 95.0, 76.14, 0.049; GCA_900553465.1, s__Prevotella sp900553465, 95.0, 76.13, 0.024; GCA_905236165.1, s__Prevotella sp905236165, 95.0, 76.13, 0.084; GCA_902776685.1, s__Prevotella sp902776685, 95.0, 76.11, 0.024; GCF_000613405.1, s__Prevotella enoeca, 95.0, 76.1, 0.016; GCA_900553595.1, s__Prevotella sp900553595, 95.0, 76.07, 0.035; GCA_900316295.1, s__Prevotella sp900316295, 95.0, 76.06, 0.041; GCA_002369515.1, s__Prevotella sp002369515, 95.0, 76.05, 0.041; GCF_900079775.1, s__Prevotella lascolaii, 95.0, 76.04, 0.033; GCA_002449535.1, s__Prevotella sp002449535, 95.0, 75.99, 0.07; GCA_017509155.1, s__Prevotella sp017509155, 95.0, 75.96, 0.037; GCA_902768785.1, s__Prevotella sp902768785, 95.0, 75.96, 0.045; GCA_900547085.1, s__Prevotella sp900547085, 95.0, 75.94, 0.018; GCA_905372445.1, s__Prevotella sp905372445, 95.0, 75.93, 0.063; GCA_905198745.1, s__Prevotella sp905198745, 95.0, 75.92, 0.047; GCA_905202125.1, s__Prevotella sp900556275, 95.0, 75.86, 0.033; GCA_900314915.1, s__Prevotella sp900314915, 95.0, 75.86, 0.049; GCA_004556065.1, s__Prevotella sp004556065, 95.0, 75.84, 0.053; GCA_900543975.1, s__Prevotella sp900543975, 95.0, 75.83, 0.061; GCA_002353555.1, s__Prevotella sp002353555, 95.0, 75.81, 0.035; GCA_902800185.1, s__Prevotella sp902800185, 95.0, 75.8, 0.051; GCA_017619445.1, s__Prevotella sp017619445, 95.0, 75.8, 0.041; GCA_017442825.1, s__Prevotella sp017442825, 95.0, 75.79, 0.039; GCA_902803475.1, s__Prevotella sp902803475, 95.0, 75.79, 0.039; GCA_002350805.1, s__Prevotella sp002350805, 95.0, 75.78, 0.029; GCA_905210845.1, s__Prevotella sp900556825, 95.0, 75.78, 0.022; GCA_000436695.1, s__Prevotella sp000436695, 95.0, 75.76, 0.043; GCA_902767045.1, s__Prevotella sp902767045, 95.0, 75.73, 0.022; GCA_002361535.1, s__Prevotella sp002361535, 95.0, 75.71, 0.026; GCA_900547005.1, s__Prevotella sp900547005, 95.0, 75.69, 0.055; GCF_000379965.1, s__Prevotella nanceiensis, 95.0, 75.67, 0.022; GCA_900315565.1, s__Prevotella sp900315565, 95.0, 75.63, 0.049; GCA_016291595.1, s__Prevotella sp016291595, 95.0, 75.61, 0.051; GCA_002305505.1, s__Prevotella sp002305505, 95.0, 75.59, 0.031; GCA_017445845.1, s__Prevotella sp017445845, 95.0, 75.54, 0.031; GCA_900554695.1, s__Prevotella sp900554695, 95.0, 75.52, 0.026; GCA_017623655.1, s__Prevotella sp017623655, 95.0, 75.5, 0.053; GCA_900318625.1, s__Prevotella sp900318625, 95.0, 75.48, 0.057; GCA_905236455.1, s__Prevotella sp905236455, 95.0, 75.43, 0.045; GCA_905215655.1, s__Prevotella sp905215655, 95.0, 75.4, 0.029; GCA_017557405.1, s__Prevotella sp017557405, 95.0, 75.4, 0.053; GCA_902792685.1, s__Prevotella sp902792685, 95.0, 75.4, 0.043; GCA_900316015.1, s__Prevotella sp900316015, 95.0, 75.39, 0.026; GCF_001275135.1, s__Prevotella rara, 95.0, 75.39, 0.045; GCF_000585355.1, s__Prevotella oryzae, 95.0, 75.38, 0.029; GCF_000613725.1, s__Prevotella pleuritidis, 95.0, 75.33, 0.018; GCA_017469955.1, s__Prevotella sp017469955, 95.0, 75.33, 0.019; GCA_017561825.1, s__Prevotella sp017561825, 95.0, 75.32, 0.059; GCA_905234845.1, s__Prevotella sp905234845, 95.0, 75.29, 0.031; GCF_000185145.2, s__Prevotella oralis, 95.0, 75.21, 0.024; GCF_000177075.1, s__Prevotella buccalis, 95.0, 75.21, 0.028; GCF_000146675.1, s__Prevotella marshii, 95.0, 75.13, 0.031; GCA_002353525.1, s__Prevotella sp002353525, 95.0, 75.05, 0.045; GCA_017444365.1, s__Prevotella sp017444365, 95.0, 75.02, 0.028; GCF_018127805.1, s__Prevotella sp018127805, 95.0, 74.98, 0.016; GCF_000163055.2, s__Prevotella sp000163055, 95.0, 74.87, 0.018	69.72	11	0.99729	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AW107-megahit_bin.27	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp900548615	GCA_900548615.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp900548615	97.0	0.811	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
AW107-megahit_bin.28	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-791;s__	N/A	N/A	N/A	N/A	N/A	GCA_000431495.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-791;s__CAG-791 sp000431495	92.43	0.973	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-791;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_017627275.1, s__CAG-791 sp017627275, 95.0, 77.87, 0.027; GCA_902801585.1, s__CAG-791 sp902801585, 95.0, 77.62, 0.027; GCA_902785055.1, s__CAG-791 sp902785055, 95.0, 77.23, 0.027; GCA_900318875.1, s__CAG-791 sp900318875, 95.0, 77.09, 0.106; GCA_017405805.1, s__CAG-791 sp017405805, 95.0, 77.02, 0.009; GCA_902768735.1, s__CAG-791 sp900320335, 95.0, 77.02, 0.009; GCA_900315055.1, s__CAG-791 sp900315055, 95.0, 76.94, 0.124; GCA_002448395.1, s__CAG-791 sp002448395, 95.0, 76.89, 0.009; GCA_900316855.1, s__CAG-791 sp900316855, 95.0, 76.87, 0.115; GCA_902783385.1, s__CAG-791 sp902783385, 95.0, 76.7, 0.044; GCA_902789735.1, s__CAG-791 sp902789735, 95.0, 76.59, 0.035; GCA_902781655.1, s__CAG-791 sp902781655, 95.0, 76.55, 0.062; GCA_900317555.1, s__CAG-791 sp900317555, 95.0, 76.53, 0.106; GCA_017449485.1, s__CAG-791 sp017449485, 95.0, 76.48, 0.08; GCA_002353635.1, s__CAG-791 sp002353635, 95.0, 76.33, 0.08; GCA_002372815.1, s__CAG-791 sp002372815, 95.0, 76.29, 0.035; GCA_002362155.1, s__CAG-791 sp002362155, 95.0, 76.12, 0.044; GCA_002449595.1, s__CAG-791 sp002449595, 95.0, 76.11, 0.035; GCA_900319245.1, s__CAG-791 sp900319245, 95.0, 76.09, 0.035; GCA_902794825.1, s__CAG-791 sp902794825, 95.0, 76.03, 0.004; GCA_902796425.1, s__CAG-791 sp902796425, 95.0, 75.99, 0.071; GCA_017432565.1, s__CAG-791 sp017432565, 95.0, 75.95, 0.106; GCA_900107575.1, s__CAG-791 sp900107575, 95.0, 75.94, 0.133; GCA_900313745.1, s__CAG-791 sp900313745, 95.0, 75.91, 0.035; GCA_012512995.1, s__CAG-791 sp012512995, 95.0, 75.89, 0.027; GCA_002392385.1, s__CAG-791 sp002392385, 95.0, 75.86, 0.018; GCF_900101015.1, s__CAG-791 sp900101015, 95.0, 75.76, 0.027; GCA_017449745.1, s__CAG-791 sp017449745, 95.0, 75.7, 0.071; GCA_900317475.1, s__CAG-791 sp900317475, 95.0, 75.6, 0.053; GCF_900625025.1, s__CAG-791 sp900625025, 95.0, 75.53, 0.097; GCA_002390025.1, s__CAG-791 sp002390025, 95.0, 75.47, 0.044; GCA_902781325.1, s__CAG-791 sp902781325, 95.0, 75.43, 0.027; GCA_900320025.1, s__CAG-791 sp900320025, 95.0, 75.43, 0.08; GCA_002394525.1, s__CAG-791 sp002394525, 95.0, 75.32, 0.044; GCA_002395235.1, s__CAG-791 sp002395235, 95.0, 75.3, 0.027; GCA_902801415.1, s__CAG-791 sp902801415, 95.0, 75.23, 0.044; GCA_017469935.1, s__CAG-791 sp017469935, 95.0, 75.17, 0.044; GCA_017513005.1, s__CAG-791 sp017513005, 95.0, 75.09, 0.018; GCA_902780385.1, s__CAG-791 sp902780385, 95.0, 74.97, 0.044; GCA_900321785.1, s__CAG-791 sp900321785, 95.0, 74.69, 0.018; GCA_002358875.1, s__CAG-791 sp002358875, 95.0, 74.6, 0.018; GCA_902767235.1, s__CAG-791 sp902767235, 95.0, 74.6, 0.018; GCA_003447895.1, s__CAG-791 sp003447895, 95.0, 74.58, 0.035; GCA_902781215.1, s__CAG-791 sp902781215, 95.0, 74.57, 0.027; GCA_900318375.1, s__CAG-791 sp900318375, 95.0, 74.54, 0.009; GCA_902777355.1, s__CAG-791 sp902777355, 95.0, 74.54, 0.009; GCA_017474455.1, s__CAG-791 sp017474455, 95.0, 74.52, 0.002; GCA_905235465.1, s__CAG-791 sp905235465, 95.0, 74.5, 0.035; GCA_900320325.1, s__CAG-791 sp900320325, 95.0, 74.44, 0.009	48.73	11	0.9982	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AW107-megahit_bin.29	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp900556755	GCF_012843875.1	95.0439	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp900556755	98.16	0.833	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
