sample	reference	predicted_accuracy	null_model_p0	null_model_p0_stdev	damage_model_p	damage_model_p_stdev	damage_model_pmin	damage_model_pmin_stdev	damage_model_pmax	damage_model_pmax_stdev	pvalue	qvalue	RMSE	nb_reads_aligned	coverage	reflen	CtoT-0	CtoT-1	CtoT-2	CtoT-3	CtoT-4	CtoT-5	CtoT-6	CtoT-7	CtoT-8	CtoT-9	CtoT-10	CtoT-11	CtoT-12	CtoT-13	CtoT-14	CtoT-15	CtoT-16	CtoT-17	CtoT-18	CtoT-19
UT43	NODE_13334_length_5073_cov_40.1	0.248	0.003	0.001	0.837	1.750	0.003	0.001	0.003	0.006	1.000	1.000	0.006	631	14.959	5073	0.000	0.000	0.013	0.000	0.000	0.000	0.013	0.014	0.000	0.000	0.000	0.011	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.000
UT43	NODE_18268_length_3976_cov_59.0	0.285	0.005	0.003	0.692	2.888	0.005	0.004	0.005	0.015	1.000	1.000	0.014	694	22.031	3976	0.000	0.000	0.000	0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.061	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
UT43	NODE_6709_length_8432_cov_25.3	0.306	0.017	0.004	0.990	1.173	0.018	0.005	0.018	0.020	1.000	1.000	0.019	602	9.131	8432	0.000	0.026	0.016	0.022	0.047	0.000	0.000	0.041	0.000	0.057	0.000	0.000	0.055	0.018	0.000	0.018	0.000	0.016	0.021	0.000
UT43	NODE_9106_length_6747_cov_248.1	0.765	0.005	0.001	0.990	0.609	0.005	0.001	0.010	0.003	0.256	0.342	0.003	5114	91.506	6747	0.011	0.000	0.011	0.013	0.006	0.008	0.005	0.004	0.007	0.002	0.002	0.000	0.002	0.006	0.004	0.006	0.004	0.004	0.002	0.004
UT43	NODE_7143_length_8045_cov_104.4	0.497	0.014	0.002	0.990	1.661	0.013	0.002	0.019	0.009	0.762	0.917	0.008	2612	38.772	8045	0.019	0.007	0.022	0.031	0.014	0.028	0.021	0.018	0.010	0.005	0.013	0.010	0.005	0.025	0.005	0.010	0.009	0.005	0.014	0.000
UT43	NODE_22068_length_3452_cov_37.9	0.323	0.003	0.002	0.990	0.351	0.002	0.002	0.026	0.008	0.232	0.313	0.008	378	13.650	3452	0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000
UT43	NODE_8949_length_6826_cov_67.7	0.347	0.004	0.001	0.199	0.232	0.002	0.002	0.009	0.004	0.043	0.070	0.004	1444	25.336	6826	0.007	0.013	0.000	0.010	0.009	0.000	0.000	0.000	0.010	0.000	0.000	0.000	0.008	0.009	0.008	0.000	0.000	0.000	0.000	0.000
UT43	NODE_2922_length_14028_cov_79.6	0.457	0.006	0.001	0.305	0.292	0.004	0.002	0.013	0.005	0.041	0.067	0.005	3288	28.082	14028	0.007	0.022	0.002	0.015	0.000	0.003	0.002	0.002	0.007	0.006	0.009	0.002	0.007	0.002	0.004	0.011	0.000	0.000	0.004	0.009
UT43	NODE_5238_length_9867_cov_78.3	0.404	0.005	0.001	0.119	0.206	0.002	0.004	0.009	0.003	0.039	0.066	0.004	2575	29.514	9867	0.007	0.005	0.014	0.005	0.010	0.000	0.010	0.000	0.005	0.005	0.000	0.012	0.004	0.000	0.000	0.004	0.005	0.000	0.005	0.005
UT43	NODE_3153_length_13389_cov_39.3	0.377	0.004	0.001	0.643	0.247	0.003	0.001	0.015	0.003	0.038	0.065	0.003	1669	15.397	13389	0.015	0.007	0.005	0.005	0.000	0.005	0.005	0.000	0.010	0.000	0.000	0.005	0.005	0.005	0.000	0.010	0.000	0.000	0.000	0.000
UT43	NODE_3077_length_13606_cov_57.9	0.397	0.004	0.001	0.324	0.249	0.003	0.001	0.011	0.004	0.037	0.062	0.004	2426	21.179	13606	0.009	0.015	0.000	0.004	0.008	0.004	0.004	0.000	0.004	0.000	0.004	0.004	0.012	0.000	0.004	0.007	0.004	0.000	0.000	0.000
UT43	NODE_1947_length_17597_cov_150.9	0.722	0.015	0.002	0.178	0.183	0.012	0.004	0.024	0.005	0.029	0.049	0.006	7907	55.857	17597	0.014	0.033	0.023	0.017	0.019	0.018	0.016	0.008	0.005	0.017	0.013	0.012	0.007	0.026	0.012	0.016	0.014	0.006	0.011	0.015
UT43	NODE_7104_length_8075_cov_46.3	0.311	0.004	0.001	0.168	0.308	0.002	0.004	0.009	0.005	0.025	0.044	0.006	1179	17.276	8075	0.007	0.011	0.000	0.020	0.000	0.000	0.008	0.000	0.000	0.000	0.007	0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010
UT43	NODE_4875_length_10296_cov_49.5	0.341	0.003	0.002	0.323	0.600	0.002	0.003	0.009	0.007	0.025	0.043	0.007	1558	18.949	10296	0.000	0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.000	0.020	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000
UT43	NODE_2528_length_15287_cov_45.3	0.370	0.004	0.001	0.057	0.267	0.000	0.011	0.007	0.004	0.022	0.039	0.005	2092	17.382	15287	0.006	0.008	0.008	0.014	0.000	0.000	0.000	0.000	0.007	0.000	0.015	0.015	0.000	0.000	0.000	0.007	0.000	0.000	0.000	0.000
UT43	NODE_18315_length_3969_cov_61.6	0.297	0.003	0.002	0.155	0.405	0.000	0.007	0.009	0.008	0.043	0.070	0.010	708	21.243	3969	0.000	0.000	0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.018	0.000	0.000	0.000	0.000	0.000
UT43	NODE_3685_length_12222_cov_91.2	0.540	0.015	0.002	0.127	0.184	0.009	0.008	0.025	0.007	0.022	0.039	0.008	3378	34.091	12222	0.014	0.039	0.010	0.030	0.017	0.017	0.008	0.020	0.015	0.008	0.008	0.023	0.008	0.014	0.008	0.003	0.011	0.003	0.028	0.008
UT43	NODE_8035_length_7401_cov_43.4	0.328	0.007	0.002	0.151	0.344	0.004	0.007	0.014	0.008	0.022	0.039	0.010	971	17.468	7401	0.000	0.016	0.038	0.012	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.014	0.012	0.012	0.000	0.000	0.025	0.000	0.000	0.000
UT43	NODE_1482_length_20303_cov_93.4	0.583	0.007	0.001	0.137	0.208	0.004	0.004	0.013	0.004	0.021	0.039	0.005	5667	37.066	20303	0.006	0.021	0.005	0.021	0.008	0.005	0.005	0.000	0.008	0.004	0.002	0.014	0.005	0.008	0.011	0.002	0.000	0.000	0.005	0.008
UT43	NODE_24300_length_3223_cov_36.5	0.268	0.006	0.003	0.315	1.140	0.005	0.005	0.012	0.014	0.257	0.342	0.015	382	14.953	3223	0.000	0.038	0.000	0.000	0.000	0.000	0.000	0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.048	0.000	0.000
UT43	NODE_10614_length_6026_cov_72.0	0.394	0.010	0.003	0.183	0.326	0.006	0.006	0.018	0.009	0.019	0.035	0.010	1364	27.206	6026	0.012	0.036	0.007	0.000	0.000	0.038	0.013	0.000	0.007	0.008	0.008	0.015	0.000	0.000	0.000	0.021	0.013	0.000	0.013	0.000
UT43	NODE_13170_length_5125_cov_66.3	0.368	0.010	0.002	0.078	0.121	0.001	0.010	0.019	0.005	0.018	0.035	0.006	1065	23.689	5125	0.018	0.023	0.019	0.008	0.009	0.017	0.019	0.000	0.017	0.000	0.009	0.010	0.017	0.009	0.000	0.000	0.016	0.008	0.000	0.000
UT43	NODE_2575_length_15115_cov_95.3	0.524	0.006	0.001	0.412	0.328	0.005	0.001	0.014	0.005	0.018	0.035	0.004	4478	35.526	15115	0.012	0.017	0.000	0.010	0.005	0.005	0.009	0.002	0.000	0.003	0.009	0.015	0.012	0.004	0.005	0.007	0.002	0.002	0.000	0.002
UT43	NODE_1181_length_22750_cov_62.3	0.499	0.003	0.001	0.378	0.224	0.002	0.001	0.010	0.003	0.018	0.035	0.003	4203	22.993	22750	0.009	0.008	0.006	0.007	0.000	0.004	0.000	0.000	0.006	0.000	0.000	0.000	0.000	0.009	0.000	0.000	0.007	0.003	0.003	0.003
UT43	NODE_9185_length_6700_cov_166.9	0.657	0.013	0.002	0.071	0.126	0.005	0.010	0.021	0.004	0.017	0.032	0.005	3400	63.749	6700	0.019	0.020	0.012	0.015	0.028	0.022	0.023	0.009	0.009	0.017	0.008	0.003	0.007	0.009	0.009	0.008	0.015	0.011	0.016	0.003
UT43	NODE_878_length_26477_cov_53.3	0.508	0.004	0.001	0.111	0.115	0.002	0.002	0.008	0.002	0.016	0.031	0.002	4617	20.079	26477	0.003	0.012	0.010	0.006	0.006	0.007	0.002	0.004	0.004	0.006	0.000	0.002	0.004	0.004	0.004	0.002	0.004	0.002	0.002	0.004
UT43	NODE_295_length_42589_cov_115.4	0.805	0.006	0.001	0.221	0.167	0.005	0.001	0.010	0.002	0.022	0.039	0.002	14832	44.831	42589	0.007	0.015	0.009	0.004	0.005	0.008	0.006	0.006	0.004	0.005	0.007	0.007	0.004	0.004	0.007	0.006	0.002	0.006	0.005	0.006
UT43	NODE_11573_length_5649_cov_170.3	0.639	0.008	0.001	0.306	0.214	0.006	0.002	0.019	0.005	0.048	0.078	0.005	2839	63.920	5649	0.011	0.031	0.007	0.009	0.010	0.003	0.000	0.010	0.009	0.006	0.003	0.003	0.013	0.006	0.007	0.003	0.003	0.009	0.009	0.007
UT43	NODE_468_length_35283_cov_59.9	0.613	0.005	0.001	0.035	0.114	0.000	0.006	0.008	0.001	0.020	0.037	0.002	6624	22.207	35283	0.008	0.006	0.004	0.007	0.009	0.004	0.006	0.004	0.011	0.004	0.002	0.006	0.004	0.004	0.004	0.002	0.002	0.002	0.002	0.002
UT43	NODE_4278_length_11170_cov_250.4	0.803	0.002	0.000	0.113	0.228	0.001	0.002	0.004	0.002	0.050	0.079	0.002	8776	97.429	11170	0.002	0.004	0.005	0.008	0.002	0.002	0.002	0.003	0.000	0.005	0.003	0.000	0.000	0.003	0.000	0.001	0.003	0.005	0.000	0.002
UT43	NODE_1167_length_22852_cov_92.0	0.612	0.010	0.001	0.267	0.262	0.009	0.002	0.017	0.004	0.049	0.078	0.005	6729	34.520	22852	0.011	0.028	0.011	0.008	0.009	0.004	0.010	0.011	0.011	0.017	0.006	0.006	0.014	0.014	0.011	0.005	0.006	0.010	0.007	0.004
UT43	NODE_3576_length_12462_cov_75.8	0.424	0.005	0.001	0.200	0.393	0.004	0.002	0.008	0.004	0.232	0.313	0.004	2837	29.370	12462	0.004	0.006	0.018	0.004	0.008	0.000	0.000	0.000	0.009	0.000	0.004	0.005	0.004	0.005	0.005	0.004	0.008	0.005	0.004	0.000
UT43	NODE_2523_length_15294_cov_86.4	0.467	0.004	0.001	0.108	0.208	0.002	0.003	0.007	0.002	0.227	0.310	0.002	4424	32.117	15294	0.007	0.007	0.003	0.005	0.006	0.003	0.012	0.003	0.003	0.003	0.008	0.000	0.000	0.003	0.005	0.003	0.003	0.005	0.003	0.003
UT43	NODE_20848_length_3602_cov_32.7	0.251	0.004	0.003	0.095	0.411	0.000	0.017	0.011	0.010	0.221	0.305	0.013	349	11.803	3602	0.000	0.000	0.038	0.000	0.000	0.000	0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
UT43	NODE_6495_length_8615_cov_59.6	0.398	0.004	0.001	0.990	0.368	0.003	0.001	0.018	0.005	0.182	0.254	0.005	1645	23.840	8615	0.018	0.000	0.000	0.012	0.000	0.012	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.011	0.000	0.000
UT43	NODE_16874_length_4229_cov_12.0	0.290	0.004	0.002	0.990	0.350	0.003	0.001	0.021	0.006	0.176	0.248	0.005	440	10.635	4229	0.021	0.000	0.000	0.000	0.012	0.000	0.000	0.011	0.000	0.000	0.000	0.012	0.014	0.000	0.000	0.014	0.000	0.000	0.000	0.000
UT43	NODE_1048_length_24255_cov_53.3	0.525	0.008	0.001	0.334	0.300	0.007	0.002	0.016	0.004	0.173	0.246	0.005	3981	19.973	24255	0.013	0.014	0.017	0.009	0.003	0.013	0.003	0.006	0.006	0.014	0.000	0.006	0.003	0.003	0.012	0.006	0.009	0.009	0.006	0.017
UT43	NODE_3344_length_12944_cov_105.6	0.595	0.012	0.001	0.990	0.510	0.011	0.001	0.022	0.006	0.170	0.243	0.005	4156	43.488	12944	0.022	0.010	0.008	0.008	0.013	0.018	0.009	0.020	0.022	0.005	0.011	0.003	0.009	0.009	0.017	0.010	0.011	0.010	0.015	0.003
UT43	NODE_4243_length_11228_cov_147.0	0.622	0.008	0.001	0.332	0.277	0.007	0.001	0.015	0.004	0.129	0.185	0.004	4988	55.534	11228	0.011	0.026	0.003	0.007	0.007	0.005	0.008	0.013	0.006	0.011	0.008	0.007	0.006	0.007	0.009	0.009	0.007	0.005	0.005	0.005
UT43	NODE_12840_length_5227_cov_106.9	0.506	0.013	0.002	0.289	0.371	0.010	0.004	0.023	0.009	0.122	0.178	0.010	1636	41.347	5227	0.013	0.031	0.037	0.013	0.000	0.000	0.007	0.000	0.013	0.019	0.019	0.023	0.014	0.016	0.007	0.000	0.026	0.007	0.000	0.007
UT43	NODE_18933_length_3875_cov_48.5	0.301	0.002	0.002	0.293	0.271	0.000	0.003	0.014	0.007	0.191	0.265	0.007	600	18.373	3875	0.000	0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
UT43	NODE_2189_length_16544_cov_53.0	0.396	0.004	0.001	0.195	0.291	0.003	0.002	0.007	0.003	0.103	0.151	0.003	2801	19.493	16544	0.005	0.004	0.009	0.015	0.006	0.003	0.000	0.003	0.003	0.000	0.000	0.003	0.003	0.003	0.000	0.000	0.003	0.009	0.006	0.006
UT43	NODE_9992_length_6298_cov_110.3	0.470	0.005	0.001	0.694	0.374	0.005	0.001	0.016	0.005	0.089	0.132	0.004	2096	39.705	6298	0.015	0.012	0.000	0.000	0.009	0.004	0.016	0.005	0.004	0.008	0.004	0.005	0.004	0.000	0.000	0.000	0.004	0.008	0.000	0.008
UT43	NODE_2509_length_15335_cov_42.8	0.368	0.004	0.001	0.260	0.293	0.003	0.001	0.008	0.003	0.084	0.125	0.003	2133	16.298	15335	0.006	0.010	0.008	0.000	0.008	0.008	0.000	0.000	0.004	0.008	0.004	0.000	0.000	0.000	0.011	0.004	0.004	0.004	0.000	0.004
UT43	NODE_4360_length_11044_cov_56.2	0.434	0.006	0.002	0.990	0.532	0.005	0.002	0.023	0.009	0.081	0.123	0.008	1975	21.794	11044	0.023	0.000	0.027	0.007	0.030	0.000	0.008	0.000	0.000	0.000	0.000	0.009	0.000	0.000	0.000	0.007	0.000	0.008	0.000	0.007
UT43	NODE_13927_length_4916_cov_48.9	0.353	0.012	0.002	0.259	0.255	0.008	0.004	0.026	0.009	0.075	0.114	0.010	643	16.469	4916	0.015	0.043	0.010	0.008	0.031	0.000	0.019	0.000	0.008	0.000	0.018	0.015	0.000	0.009	0.000	0.009	0.008	0.017	0.008	0.017
UT43	NODE_10403_length_6112_cov_61.8	0.339	0.007	0.002	0.197	0.672	0.006	0.005	0.011	0.009	0.072	0.110	0.010	1219	23.526	6112	0.006	0.000	0.040	0.007	0.000	0.015	0.000	0.007	0.000	0.000	0.000	0.000	0.007	0.008	0.016	0.014	0.000	0.021	0.000	0.000
UT43	NODE_587_length_31836_cov_80.7	0.632	0.005	0.001	0.019	0.172	0.000	0.010	0.007	0.002	0.066	0.102	0.003	8028	31.260	31836	0.005	0.010	0.008	0.007	0.004	0.005	0.004	0.008	0.005	0.003	0.013	0.001	0.003	0.002	0.008	0.002	0.003	0.005	0.002	0.003
UT43	NODE_22098_length_3449_cov_36.6	0.289	0.001	0.001	0.990	0.003	0.000	0.000	0.020	0.000	0.059	0.092	0.000	358	12.316	3449	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
UT43	NODE_19438_length_3803_cov_56.7	0.404	0.006	0.003	0.990	0.365	0.004	0.002	0.033	0.010	0.118	0.172	0.010	683	20.817	3803	0.033	0.000	0.000	0.029	0.000	0.000	0.031	0.000	0.000	0.000	0.000	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
UT43	NODE_2442_length_15601_cov_142.2	0.657	0.004	0.001	0.596	0.224	0.004	0.001	0.011	0.002	0.052	0.082	0.002	7216	57.420	15601	0.011	0.009	0.002	0.004	0.006	0.004	0.006	0.004	0.006	0.004	0.005	0.002	0.004	0.004	0.005	0.004	0.004	0.000	0.006	0.000
Zape1	NODE_29474_length_3171_cov_12.0	0.213	0.002	0.002	0.245	1.588	0.002	0.003	0.004	0.007	0.411	0.458	0.007	320	9.885	3171	0.000	0.000	0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.027	0.000	0.000	0.000	0.000
Zape1	NODE_11156_length_6104_cov_54.5	0.486	0.006	0.001	0.990	0.633	0.005	0.001	0.012	0.004	0.385	0.433	0.004	2886	45.373	6104	0.012	0.004	0.007	0.003	0.011	0.003	0.004	0.003	0.004	0.009	0.003	0.004	0.003	0.007	0.006	0.000	0.017	0.000	0.011	0.004
Zape1	NODE_19583_length_4228_cov_19.5	0.303	0.003	0.001	0.990	0.422	0.002	0.001	0.017	0.006	0.383	0.433	0.005	672	15.864	4228	0.017	0.000	0.000	0.000	0.000	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.016
Zape1	NODE_17937_length_4483_cov_26.7	0.292	0.001	0.001	0.990	0.412	0.001	0.001	0.006	0.002	0.320	0.364	0.002	968	21.822	4483	0.006	0.000	0.000	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Zape1	NODE_18716_length_4361_cov_12.5	0.221	0.001	0.001	0.182	0.350	0.000	0.002	0.004	0.003	0.266	0.306	0.003	394	9.657	4361	0.000	0.000	0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Zape1	NODE_2513_length_13930_cov_46.2	0.504	0.004	0.001	0.990	0.652	0.004	0.001	0.009	0.003	0.255	0.294	0.003	4897	38.104	13930	0.009	0.004	0.003	0.007	0.010	0.005	0.005	0.005	0.000	0.002	0.006	0.002	0.000	0.005	0.007	0.008	0.000	0.006	0.005	0.002
Zape1	NODE_27684_length_3323_cov_26.8	0.387	0.006	0.002	0.990	0.314	0.004	0.002	0.028	0.007	0.186	0.221	0.007	743	22.683	3323	0.028	0.000	0.018	0.000	0.013	0.000	0.000	0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.015	0.014	0.000	0.012	0.000
Zape1	NODE_18895_length_4332_cov_21.5	0.311	0.004	0.002	0.990	0.477	0.003	0.002	0.017	0.006	0.215	0.252	0.006	765	17.176	4332	0.017	0.000	0.018	0.000	0.010	0.000	0.000	0.018	0.009	0.000	0.000	0.000	0.000	0.000	0.009	0.000	0.000	0.000	0.000	0.000
Zape1	NODE_19506_length_4241_cov_49.3	0.427	0.002	0.001	0.990	0.488	0.002	0.001	0.010	0.004	0.193	0.227	0.004	1790	41.038	4241	0.010	0.000	0.000	0.012	0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.006	0.000	0.000	0.000	0.006	0.000	0.000	0.000	0.000
Zape1	NODE_23118_length_3764_cov_33.3	0.318	0.002	0.001	0.214	0.894	0.002	0.002	0.004	0.004	0.157	0.188	0.005	1023	28.919	3764	0.000	0.009	0.007	0.000	0.000	0.000	0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.006	0.000	0.000	0.014	0.000	0.000
Zape1	NODE_17581_length_4543_cov_29.6	0.411	0.010	0.002	0.463	0.313	0.008	0.002	0.027	0.008	0.135	0.163	0.008	1142	25.230	4543	0.024	0.021	0.022	0.009	0.000	0.010	0.000	0.000	0.000	0.009	0.017	0.000	0.009	0.008	0.020	0.028	0.000	0.000	0.010	0.017
Zape1	NODE_14699_length_5125_cov_65.9	0.518	0.004	0.001	0.249	0.176	0.003	0.001	0.009	0.002	0.135	0.163	0.002	2885	53.823	5125	0.008	0.008	0.007	0.008	0.002	0.002	0.005	0.004	0.002	0.002	0.004	0.010	0.002	0.007	0.002	0.005	0.000	0.002	0.002	0.002
Zape1	NODE_7338_length_7846_cov_30.7	0.347	0.003	0.001	0.990	0.714	0.003	0.001	0.008	0.004	0.413	0.458	0.003	1910	24.497	7846	0.008	0.000	0.004	0.004	0.007	0.004	0.000	0.000	0.000	0.000	0.004	0.009	0.000	0.000	0.000	0.000	0.000	0.004	0.012	0.000
Zape1	NODE_4361_length_10483_cov_27.5	0.373	0.004	0.001	0.717	0.552	0.003	0.001	0.010	0.004	0.236	0.274	0.003	2581	23.059	10483	0.009	0.007	0.000	0.007	0.004	0.000	0.000	0.000	0.003	0.007	0.007	0.010	0.007	0.000	0.003	0.000	0.010	0.000	0.003	0.000
Zape1	NODE_11170_length_6099_cov_46.2	0.396	0.003	0.001	0.353	0.907	0.002	0.001	0.004	0.003	0.415	0.458	0.003	2321	37.938	6099	0.004	0.005	0.000	0.008	0.000	0.004	0.000	0.000	0.004	0.007	0.000	0.000	0.000	0.000	0.000	0.004	0.004	0.008	0.000	0.003
Zape1	NODE_25147_length_3552_cov_31.2	0.288	0.002	0.001	0.844	1.750	0.003	0.001	0.003	0.004	1.000	1.000	0.004	924	24.727	3552	0.000	0.000	0.010	0.000	0.000	0.000	0.000	0.009	0.000	0.000	0.000	0.010	0.010	0.000	0.008	0.000	0.000	0.000	0.000	0.000
Zape1	NODE_6606_length_8342_cov_41.4	0.435	0.008	0.001	0.347	0.438	0.007	0.002	0.013	0.005	0.457	0.497	0.005	2870	33.603	8342	0.008	0.021	0.006	0.006	0.011	0.006	0.006	0.003	0.006	0.000	0.009	0.003	0.009	0.019	0.003	0.006	0.009	0.006	0.012	0.006
Zape1	NODE_22884_length_3792_cov_44.7	0.392	0.002	0.001	0.990	0.419	0.001	0.001	0.011	0.004	0.127	0.155	0.003	1215	35.545	3792	0.011	0.000	0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.007	0.000	0.000	0.007
Zape1	NODE_19472_length_4246_cov_42.0	0.337	0.001	0.000	0.610	2.455	0.001	0.001	0.001	0.002	1.000	1.000	0.002	1285	33.655	4246	0.000	0.000	0.000	0.000	0.006	0.000	0.000	0.000	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Zape1	NODE_18925_length_4328_cov_46.2	0.365	0.002	0.001	0.795	1.329	0.002	0.001	0.002	0.003	1.000	1.000	0.003	1598	37.337	4328	0.000	0.000	0.006	0.006	0.000	0.000	0.000	0.006	0.000	0.000	0.007	0.007	0.000	0.006	0.007	0.000	0.000	0.000	0.000	0.000
Zape1	NODE_27950_length_3301_cov_26.2	0.257	0.000	0.000	0.990	0.434	0.000	0.000	0.000	0.000	1.000	1.000	0.000	736	21.641	3301	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Zape1	NODE_6390_length_8502_cov_41.1	0.395	0.003	0.001	0.989	8.929	0.004	0.001	0.004	0.005	1.000	1.000	0.004	3076	33.976	8502	0.003	0.004	0.003	0.009	0.018	0.000	0.006	0.003	0.000	0.000	0.000	0.007	0.003	0.003	0.003	0.000	0.003	0.006	0.000	0.000
Zape1	NODE_4980_length_9737_cov_38.5	0.387	0.004	0.001	0.990	4.275	0.004	0.001	0.004	0.003	0.999	1.000	0.003	3020	30.948	9737	0.003	0.004	0.003	0.009	0.003	0.003	0.014	0.004	0.003	0.003	0.003	0.003	0.007	0.003	0.003	0.003	0.000	0.000	0.000	0.007
Zape1	NODE_17413_length_4574_cov_14.4	0.275	0.003	0.001	0.990	0.513	0.003	0.001	0.015	0.006	0.428	0.469	0.005	562	11.777	4574	0.015	0.000	0.000	0.013	0.000	0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.014	0.000	0.000	0.000	0.000	0.014
Zape1	NODE_31189_length_3048_cov_13.1	0.209	0.002	0.002	0.606	3.544	0.002	0.002	0.002	0.009	1.000	1.000	0.008	286	10.532	3048	0.000	0.000	0.000	0.000	0.000	0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Zape1	NODE_14894_length_5078_cov_14.8	0.241	0.004	0.002	0.800	1.607	0.005	0.002	0.005	0.008	0.996	1.000	0.007	576	12.049	5078	0.000	0.000	0.013	0.009	0.000	0.000	0.000	0.000	0.021	0.021	0.000	0.011	0.000	0.013	0.000	0.000	0.000	0.000	0.000	0.000
Zape1	NODE_23025_length_3775_cov_61.5	0.459	0.003	0.001	0.990	1.629	0.003	0.001	0.005	0.004	0.875	0.924	0.003	1896	50.215	3775	0.005	0.000	0.000	0.000	0.005	0.007	0.006	0.000	0.000	0.006	0.006	0.007	0.006	0.000	0.000	0.000	0.011	0.000	0.000	0.000
Zape1	NODE_4742_length_10012_cov_48.4	0.479	0.007	0.001	0.927	1.223	0.007	0.001	0.010	0.004	0.769	0.817	0.003	4106	39.856	10012	0.010	0.008	0.005	0.009	0.012	0.002	0.007	0.004	0.009	0.010	0.006	0.005	0.010	0.015	0.000	0.004	0.006	0.009	0.008	0.008
Zape1	NODE_12217_length_5761_cov_27.1	0.303	0.003	0.001	0.634	1.204	0.002	0.001	0.005	0.004	0.642	0.687	0.004	1350	22.559	5761	0.005	0.006	0.000	0.000	0.006	0.000	0.000	0.007	0.000	0.000	0.006	0.012	0.000	0.000	0.000	0.006	0.000	0.006	0.000	0.000
Zape1	NODE_23419_length_3726_cov_36.8	0.342	0.002	0.001	0.990	0.717	0.002	0.001	0.008	0.004	0.529	0.569	0.004	1131	29.967	3726	0.008	0.000	0.008	0.000	0.000	0.009	0.000	0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.000
Zape1	NODE_16709_length_4699_cov_30.1	0.307	0.001	0.001	0.990	0.640	0.001	0.001	0.006	0.003	0.485	0.525	0.003	1150	24.075	4699	0.006	0.000	0.006	0.011	0.000	0.000	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Zape1	NODE_12570_length_5660_cov_35.2	0.322	0.002	0.001	0.831	1.621	0.002	0.001	0.002	0.003	1.000	1.000	0.003	1643	28.212	5660	0.000	0.000	0.004	0.011	0.000	0.000	0.000	0.000	0.004	0.000	0.000	0.004	0.000	0.004	0.004	0.000	0.004	0.000	0.000	0.000
Zape1	NODE_24129_length_3651_cov_26.4	0.415	0.022	0.004	0.169	0.381	0.017	0.012	0.034	0.015	0.113	0.139	0.018	829	22.044	3651	0.013	0.071	0.000	0.045	0.046	0.000	0.013	0.014	0.013	0.012	0.024	0.012	0.045	0.026	0.016	0.016	0.028	0.000	0.034	0.000
Zape1	NODE_562_length_26807_cov_70.4	0.758	0.005	0.001	0.226	0.061	0.003	0.001	0.012	0.001	0.000	0.000	0.001	15479	57.484	26807	0.010	0.012	0.010	0.004	0.007	0.006	0.002	0.004	0.003	0.005	0.004	0.003	0.003	0.002	0.003	0.003	0.002	0.003	0.001	0.005
