Sample_ID	Prediction_tool	Contig_ID	Product_class	BGC_probability	BGC_complete	BGC_start	BGC_end	BGC_length	CDS_ID	CDS_count	PFAM_domains	MIBiG_ID	InterPro_ID
UT30	antiSMASH	NODE_5274_length_30919_cov_31.9	NRPS	NA	No	1	26205	26206	NA;NPIGKJ_1404235;NPIGKJ_1404240;NPIGKJ_1404245;NPIGKJ_1404250;NPIGKJ_1404255;NPIGKJ_1404260;NPIGKJ_1404265;NPIGKJ_1404270;NPIGKJ_1404275;NPIGKJ_1404280;NPIGKJ_1404285;NPIGKJ_1404290;NPIGKJ_1404295;NPIGKJ_1404300;NPIGKJ_1404305	15	AMP-binding;PP-binding;Condensation;AMP-binding;PP-binding;RmlD_sub_bind;NAD_binding_4	NA	NA
UT30	antiSMASH	NODE_53141_length_4902_cov_43.6	Cyclic-lactone-autoinducer	NA	No	1	4902	4903	NA;NPIGKJ_3802285;NPIGKJ_3802290;NPIGKJ_3802295;NPIGKJ_3802300;NPIGKJ_3802305	5	TIGR04223;AgrB	NA	NA
UT30	antiSMASH	NODE_53445_length_4875_cov_22.4	Ranthipeptide	NA	No	1	4875	4876	NA;NPIGKJ_3809685;NPIGKJ_3809690;NPIGKJ_3809695;NPIGKJ_3809700;NPIGKJ_3809705;NPIGKJ_3809710	6	TIGR03973;SCIFF;Ranthipeptide_rSAM_RRE;PF04055;Fer4_12;TIGR04085;SPASM	NA	NA
UT30	antiSMASH	NODE_5354_length_30604_cov_43.8	Ranthipeptide	NA	No	5365	26966	21603	NA;NPIGKJ_1415410;NPIGKJ_1415415;NPIGKJ_1415420;NPIGKJ_1415425;NPIGKJ_1415430;NPIGKJ_1415435;NPIGKJ_1415440;NPIGKJ_1415445;NPIGKJ_1415450;NPIGKJ_1415455;NPIGKJ_1415460;NPIGKJ_1415465;NPIGKJ_1415470;NPIGKJ_1415475;NPIGKJ_1415480;NPIGKJ_1415485;NPIGKJ_1415490;NPIGKJ_1415495;NPIGKJ_1415500;NPIGKJ_1415505	20	ATP-grasp_3;Dala_Dala_lig_C;Ranthipeptide_rSAM_RRE;Fer4_12;PF04055;TIGR04085;SPASM;TIGR03973;SCIFF	NA	NA
UT30	antiSMASH	NODE_5358_length_30596_cov_29.2	Ranthipeptide	NA	No	1	13052	13053	NA;NPIGKJ_1415980;NPIGKJ_1415985;NPIGKJ_1415990;NPIGKJ_1415995;NPIGKJ_1416000;NPIGKJ_1416005;NPIGKJ_1416010;NPIGKJ_1416015;NPIGKJ_1416020;NPIGKJ_1416025;NPIGKJ_1416030	11	Aminotran_1_2;Ranthipeptide_rSAM_RRE;Fer4_12;PF04055;TIGR04085;TIGR03973;SCIFF	NA	NA
UT30	antiSMASH	NODE_5378_length_30514_cov_29.8	Ranthipeptide	NA	No	1	14251	14252	NA;NPIGKJ_1418695;NPIGKJ_1418700;NPIGKJ_1418705;NPIGKJ_1418710;NPIGKJ_1418715;NPIGKJ_1418720;NPIGKJ_1418725;NPIGKJ_1418730;NPIGKJ_1418735;NPIGKJ_1418740;NPIGKJ_1418745;NPIGKJ_1418750;NPIGKJ_1418755;NPIGKJ_1418760	14	TIGR03973;SCIFF;Ranthipeptide_rSAM_RRE;Fer4_12;PF04055;TIGR04085;SPASM;2-Hacid_dh_C;Aminotran_5	NA	NA
UT30	antiSMASH	NODE_5383_length_30501_cov_51.5	NRPS	NA	No	1	30501	30502	NA;NPIGKJ_1419310;NPIGKJ_1419315;NPIGKJ_1419320;NPIGKJ_1419325;NPIGKJ_1419330;NPIGKJ_1419335;NPIGKJ_1419340;NPIGKJ_1419345;NPIGKJ_1419350;NPIGKJ_1419355;NPIGKJ_1419360;NPIGKJ_1419365;NPIGKJ_1419370;NPIGKJ_1419375;NPIGKJ_1419380;NPIGKJ_1419385	16	AMP-binding;PP-binding;Condensation;Polysacc_synt_2;RmlD_sub_bind;NAD_binding_4	NA	NA
UT30	antiSMASH	NODE_539_length_97535_cov_389.3	RRE-containing	NA	Yes	75769	96035	20268	NA;NPIGKJ_349015;NPIGKJ_349020;NPIGKJ_349025;NPIGKJ_349030;NPIGKJ_349035;NPIGKJ_349040;NPIGKJ_349045;NPIGKJ_349050;NPIGKJ_349055;NPIGKJ_349060;NPIGKJ_349065;NPIGKJ_349070;NPIGKJ_349075;NPIGKJ_349080;NPIGKJ_349085;NPIGKJ_349090;NPIGKJ_349095;NPIGKJ_349100;NPIGKJ_349105;NPIGKJ_349110;NPIGKJ_349115;NPIGKJ_349120;NPIGKJ_349125;NPIGKJ_349210;NPIGKJ_349215;NPIGKJ_349220;NPIGKJ_349225;NPIGKJ_349230;NPIGKJ_349235;NPIGKJ_349240;NPIGKJ_349245;NPIGKJ_349250;NPIGKJ_349255;NPIGKJ_349260;NPIGKJ_349265;NPIGKJ_349270;NPIGKJ_349275;NPIGKJ_349280;NPIGKJ_349285;NPIGKJ_349290;NPIGKJ_349295;NPIGKJ_349300;NPIGKJ_349305;NPIGKJ_349310;NPIGKJ_349315	45	Fe-ADH;DegT_DnrJ_EryC1;Aminotran_1_2;Aminotran_5;HMGL-like;AMP-binding;TPP_enzyme_C;AMP-binding;PF00881;NTP_transf_5;PF05402;Stand_Alone_Lasso_RRE;PF00561;Abhydrolase_6;Dala_Dala_lig_N;Dala_Dala_lig_C	NA	NA
UT30	antiSMASH	NODE_53_length_200947_cov_338.4	Ranthipeptide	NA	Yes	109332	130974	21644	NA;NPIGKJ_62590;NPIGKJ_62595;NPIGKJ_62600;NPIGKJ_62605;NPIGKJ_62610;NPIGKJ_62615;NPIGKJ_62620;NPIGKJ_62625;NPIGKJ_62630;NPIGKJ_62635;NPIGKJ_62640;NPIGKJ_62645;NPIGKJ_62650;NPIGKJ_62655;NPIGKJ_62660	15	Fe-ADH;DHQ_synthase;TIGR03973;SCIFF;Ranthipeptide_rSAM_RRE;Fer4_12;PF04055;TIGR04085	NA	NA
UT30	antiSMASH	NODE_5405_length_30423_cov_39.5	Ranthipeptide	NA	No	1	19926	19927	NA;NPIGKJ_1422050;NPIGKJ_1422055;NPIGKJ_1422060;NPIGKJ_1422065;NPIGKJ_1422070;NPIGKJ_1422075;NPIGKJ_1422080;NPIGKJ_1422085;NPIGKJ_1422090;NPIGKJ_1422095;NPIGKJ_1422100;NPIGKJ_1422105;NPIGKJ_1422110;NPIGKJ_1422115;NPIGKJ_1422120;NPIGKJ_1422125;NPIGKJ_1422130;NPIGKJ_1422135;NPIGKJ_1422140;NPIGKJ_1422145;NPIGKJ_1422150;NPIGKJ_1422155;NPIGKJ_1422160;NPIGKJ_1422165;NPIGKJ_1422170	25	Ranthipeptide_rSAM_RRE;Fer4_12;PF04055;TIGR04085;SPASM;TIGR03973;SCIFF	NA	NA
UT30	antiSMASH	NODE_5417_length_30395_cov_76.2	NRPS-like	NA	No	1	30395	30396	NA;NPIGKJ_1423970;NPIGKJ_1423975;NPIGKJ_1423980;NPIGKJ_1423985;NPIGKJ_1423990;NPIGKJ_1423995;NPIGKJ_1424000;NPIGKJ_1424005;NPIGKJ_1424010;NPIGKJ_1424015;NPIGKJ_1424020;NPIGKJ_1424025;NPIGKJ_1424030;NPIGKJ_1424035;NPIGKJ_1424040;NPIGKJ_1424045;NPIGKJ_1424050;NPIGKJ_1424055;NPIGKJ_1424060;NPIGKJ_1424065;NPIGKJ_1424070;NPIGKJ_1424075;NPIGKJ_1424080	23	AMP-binding;PP-binding;RmlD_sub_bind;Polysacc_synt_2;NAD_binding_4	NA	NA
UT30	antiSMASH	NODE_541_length_97127_cov_472.7	Cyclic-lactone-autoinducer	NA	Yes	26535	47307	20774	NA;NPIGKJ_349955;NPIGKJ_349960;NPIGKJ_349965;NPIGKJ_349970;NPIGKJ_349975;NPIGKJ_349980;NPIGKJ_349985;NPIGKJ_349990;NPIGKJ_349995;NPIGKJ_350000;NPIGKJ_350005;NPIGKJ_350010;NPIGKJ_350015;NPIGKJ_350020;NPIGKJ_350025;NPIGKJ_350030;NPIGKJ_350035;NPIGKJ_350040;NPIGKJ_350045;NPIGKJ_350050;NPIGKJ_350055;NPIGKJ_350060;NPIGKJ_350065;NPIGKJ_350070	24	TIGR04223;AgrB	NA	NA
UT30	antiSMASH	NODE_5432_length_30345_cov_77.2	Ranthipeptide	NA	No	11680	30345	18667	NA;NPIGKJ_1426050;NPIGKJ_1426055;NPIGKJ_1426060;NPIGKJ_1426065;NPIGKJ_1426070;NPIGKJ_1426075;NPIGKJ_1426080;NPIGKJ_1426085;NPIGKJ_1426090;NPIGKJ_1426095;NPIGKJ_1426100;NPIGKJ_1426105;NPIGKJ_1426110;NPIGKJ_1426115;NPIGKJ_1426120	15	Ranthipeptide_rSAM_RRE;Fer4_12;PF04055;TIGR04085;SPASM;TIGR03973;SCIFF;Aminotran_1_2;DegT_DnrJ_EryC1	NA	NA
UT30	antiSMASH	NODE_54333_length_4796_cov_18.2	NRPS	NA	No	1	4796	4797	NA;NPIGKJ_3830650;NPIGKJ_3830655;NPIGKJ_3830660	3	Condensation;AMP-binding;PP-binding;RmlD_sub_bind;NAD_binding_4	NA	NA
UT30	antiSMASH	NODE_543_length_97010_cov_361.9	T3PKS	NA	Yes	18263	59495	41234	NA;NPIGKJ_350750;NPIGKJ_350755;NPIGKJ_350760;NPIGKJ_350765;NPIGKJ_350770;NPIGKJ_350775;NPIGKJ_350780;NPIGKJ_350785;NPIGKJ_350790;NPIGKJ_350795;NPIGKJ_350800;NPIGKJ_350805;NPIGKJ_350810;NPIGKJ_350815;NPIGKJ_350820;NPIGKJ_350825;NPIGKJ_350830;NPIGKJ_350835;NPIGKJ_350840;NPIGKJ_350845;NPIGKJ_350850;NPIGKJ_350855;NPIGKJ_350860;NPIGKJ_350865;NPIGKJ_350870;NPIGKJ_350875	26	Glycos_transf_2;PP-binding;PKS_AT;tra_KS;adh_short;PP-binding;ADH_N;ADH_zinc_N;PP-binding;tra_KS;ATd;PKS_KS;PP-binding;Condensation;AMP-binding;PP-binding;Acyl-CoA_dh_N;Acyl-CoA_dh_M;Acyl-CoA_dh_1;PKS_AT;PP-binding;t2pks2;Chal_sti_synt_N;PP-binding;tra_KS;PP-binding;adh_short;tra_KS	NA	NA
UT30	antiSMASH	NODE_54634_length_4770_cov_163.5	Ranthipeptide	NA	No	1	4770	4771	NA;NPIGKJ_3837630;NPIGKJ_3837635;NPIGKJ_3837640;NPIGKJ_3837645	4	Aminotran_5;Ranthipeptide_rSAM_RRE;Fer4_12;PF04055;TIGR04085	NA	NA
UT30	antiSMASH	NODE_546_length_96761_cov_41.1	Betalactone	NA	Yes	38480	65246	26768	NA;NPIGKJ_352055;NPIGKJ_352060;NPIGKJ_352065;NPIGKJ_352070;NPIGKJ_352075;NPIGKJ_352080;NPIGKJ_352085;NPIGKJ_352090;NPIGKJ_352095;NPIGKJ_352100;NPIGKJ_352105;NPIGKJ_352110;NPIGKJ_352115;NPIGKJ_352120;NPIGKJ_352125;NPIGKJ_352130;NPIGKJ_352135;NPIGKJ_352140;NPIGKJ_352145;NPIGKJ_352150;NPIGKJ_352155	21	Pkinase;Abhydrolase_6;PF00561;AMP-binding;ATP-grasp;Dala_Dala_lig_C;HMGL-like	NA	NA
UT30	antiSMASH	NODE_54740_length_4761_cov_129.7	Ranthipeptide	NA	No	1	4761	4762	NA;NPIGKJ_3840025;NPIGKJ_3840030;NPIGKJ_3840035;NPIGKJ_3840040	4	Ranthipeptide_rSAM_RRE;PF05402;Fer4_12;PF04055;TIGR04085;SPASM	NA	NA
UT30	antiSMASH	NODE_5476_length_30162_cov_31.1	Cyclic-lactone-autoinducer	NA	No	1032	21749	20719	NA;NPIGKJ_1431680;NPIGKJ_1431685;NPIGKJ_1431690;NPIGKJ_1431695;NPIGKJ_1431700;NPIGKJ_1431705;NPIGKJ_1431710;NPIGKJ_1431715;NPIGKJ_1431720;NPIGKJ_1431725;NPIGKJ_1431730;NPIGKJ_1431735;NPIGKJ_1431740;NPIGKJ_1431745;NPIGKJ_1431750;NPIGKJ_1431755	16	TIGR04223;AgrB	NA	NA
UT30	antiSMASH	NODE_5487_length_30105_cov_22.1	Ranthipeptide	NA	No	1	13273	13274	NA;NPIGKJ_1433195;NPIGKJ_1433200;NPIGKJ_1433205;NPIGKJ_1433210;NPIGKJ_1433215;NPIGKJ_1433220;NPIGKJ_1433225;NPIGKJ_1433230;NPIGKJ_1433235;NPIGKJ_1433240;NPIGKJ_1433245;NPIGKJ_1433250;NPIGKJ_1433255;NPIGKJ_1433260;NPIGKJ_1433265	15	TIGR03973;SCIFF;Ranthipeptide_rSAM_RRE;PF04055;Fer4_12;TIGR04085;SPASM;Aminotran_1_2;DXP_synthase_N	NA	NA
UT30	antiSMASH	NODE_55184_length_4723_cov_14.4	Ranthipeptide	NA	No	1	4723	4724	NA;NPIGKJ_3850215;NPIGKJ_3850220;NPIGKJ_3850225;NPIGKJ_3850230;NPIGKJ_3850235	5	Ranthipeptide_rSAM_RRE;Fer4_12;PF04055;TIGR04085;SPASM	NA	NA
UT30	antiSMASH	NODE_55301_length_4715_cov_15.9	Cyclic-lactone-autoinducer	NA	No	1	4715	4716	NA;NPIGKJ_3852810;NPIGKJ_3852815;NPIGKJ_3852820;NPIGKJ_3852825;NPIGKJ_3852830;NPIGKJ_3852835	6	AgrB	NA	NA
UT30	antiSMASH	NODE_5540_length_29930_cov_82.3	NRPS	NA	No	244	29930	29688	NA;NPIGKJ_1440350;NPIGKJ_1440355;NPIGKJ_1440360;NPIGKJ_1440365;NPIGKJ_1440370;NPIGKJ_1440375;NPIGKJ_1440380;NPIGKJ_1440385;NPIGKJ_1440390;NPIGKJ_1440395;NPIGKJ_1440400;NPIGKJ_1440405;NPIGKJ_1440410;NPIGKJ_1440415;NPIGKJ_1440420;NPIGKJ_1440425;NPIGKJ_1440430	17	CTP_transf_like;TPP_enzyme_N;TPP_enzyme_C;AMP-binding;PP-binding;Condensation;Polysacc_synt_2;RmlD_sub_bind;NAD_binding_4	NA	NA
UT30	antiSMASH	NODE_55510_length_4700_cov_22.1	Cyclic-lactone-autoinducer	NA	No	1	4700	4701	NA;NPIGKJ_3857515;NPIGKJ_3857520;NPIGKJ_3857525;NPIGKJ_3857530;NPIGKJ_3857535;NPIGKJ_3857540	6	AgrB;AgrB	NA	NA
UT30	antiSMASH	NODE_5551_length_29889_cov_126.3	Cyclic-lactone-autoinducer	NA	No	15744	29889	14147	NA;NPIGKJ_1441965;NPIGKJ_1441970;NPIGKJ_1441975;NPIGKJ_1441980;NPIGKJ_1441985;NPIGKJ_1441990;NPIGKJ_1441995;NPIGKJ_1442000;NPIGKJ_1442005;NPIGKJ_1442010;NPIGKJ_1442015;NPIGKJ_1442020;NPIGKJ_1442025	13	TIGR04223	NA	NA
UT30	antiSMASH	NODE_55830_length_4672_cov_22.9	Terpene	NA	No	1	4672	4673	NA;NPIGKJ_3864730;NPIGKJ_3864735;NPIGKJ_3864740;NPIGKJ_3864745;NPIGKJ_3864750;NPIGKJ_3864755;NPIGKJ_3864760	7	phytoene_synt	NA	NA
UT30	antiSMASH	NODE_55879_length_4668_cov_47.7	RRE-containing	NA	No	1	4668	4669	NA;NPIGKJ_3865960;NPIGKJ_3865965;NPIGKJ_3865970;NPIGKJ_3865975;NPIGKJ_3865980;NPIGKJ_3865985;NPIGKJ_3865990	7	Stand_Alone_Lasso_RRE;PF05402;PqqD_RRE;PF04055	NA	NA
UT30	antiSMASH	NODE_55967_length_4659_cov_14.5	Cyclic-lactone-autoinducer	NA	No	1	4659	4660	NA;NPIGKJ_3867960;NPIGKJ_3867965;NPIGKJ_3867970;NPIGKJ_3867975	4	AgrB	NA	NA
UT30	antiSMASH	NODE_5604_length_29690_cov_145.6	Cyclic-lactone-autoinducer	NA	No	1	17085	17086	NA;NPIGKJ_1448875;NPIGKJ_1448880;NPIGKJ_1448885;NPIGKJ_1448890;NPIGKJ_1448895;NPIGKJ_1448900;NPIGKJ_1448905;NPIGKJ_1448910;NPIGKJ_1448915;NPIGKJ_1448920;NPIGKJ_1448925;NPIGKJ_1448930;NPIGKJ_1448935;NPIGKJ_1448940;NPIGKJ_1448945;NPIGKJ_1448950;NPIGKJ_1448955;NPIGKJ_1448960	18	AMP-binding;AgrB;TIGR04223	NA	NA
UT30	antiSMASH	NODE_56473_length_4621_cov_128.7	Cyclic-lactone-autoinducer	NA	No	1	4621	4622	NA;NPIGKJ_3879345;NPIGKJ_3879350;NPIGKJ_3879355;NPIGKJ_3879360;NPIGKJ_3879365;NPIGKJ_3879370	6	TIGR04223;AgrB	NA	NA
UT30	antiSMASH	NODE_56573_length_4613_cov_18.0	Lanthipeptide-class-iv	NA	No	1	4613	4614	NA;NPIGKJ_3881500;NPIGKJ_3881505;NPIGKJ_3881510	3	Pkinase;LANC_like;NTP_transf_5	NA	NA
UT30	antiSMASH	NODE_565_length_95369_cov_579.9	Betalactone	NA	Yes	44498	70977	26481	NA;NPIGKJ_360160;NPIGKJ_360165;NPIGKJ_360170;NPIGKJ_360175;NPIGKJ_360180;NPIGKJ_360185;NPIGKJ_360190;NPIGKJ_360195;NPIGKJ_360200;NPIGKJ_360205;NPIGKJ_360210;NPIGKJ_360215;NPIGKJ_360220;NPIGKJ_360225;NPIGKJ_360230;NPIGKJ_360235;NPIGKJ_360240;NPIGKJ_360245;NPIGKJ_360250;NPIGKJ_360255;NPIGKJ_360260;NPIGKJ_360265;NPIGKJ_360270;NPIGKJ_360275;NPIGKJ_360280	25	TPP_enzyme_C;AMP-binding;AMP-binding;HMGL-like;Fe-ADH	NA	NA
UT30	antiSMASH	NODE_5669_length_29479_cov_26.7	RRE-containing	NA	No	12094	29479	17387	NA;NPIGKJ_1457815;NPIGKJ_1457820;NPIGKJ_1457825;NPIGKJ_1457830;NPIGKJ_1457835;NPIGKJ_1457840;NPIGKJ_1457845;NPIGKJ_1457850;NPIGKJ_1457855;NPIGKJ_1457860;NPIGKJ_1457865;NPIGKJ_1457870;NPIGKJ_1457875;NPIGKJ_1457880;NPIGKJ_1457885	15	Glycos_transf_1;Glycos_transf_1;Glycos_transf_2;Polysacc_synt;PF05402;Stand_Alone_Lasso_RRE;PF04055;Fer4_12;PF05402	NA	NA
UT30	antiSMASH	NODE_56_length_200506_cov_72.9	RRE-containing	NA	No	1	13366	13367	NA;NPIGKJ_64920;NPIGKJ_64925;NPIGKJ_64930;NPIGKJ_64935;NPIGKJ_64940;NPIGKJ_64945;NPIGKJ_64950;NPIGKJ_64955;NPIGKJ_64960;NPIGKJ_64965;NPIGKJ_64970;NPIGKJ_64975	12	NTP_transf_5;PF05402;Stand_Alone_Lasso_RRE;Fe-ADH;2-Hacid_dh_C;GATase_7;Asn_synthase	NA	NA
UT30	antiSMASH	NODE_570_length_94665_cov_46.8	T3PKS	NA	No	1	35405	35406	NA;NPIGKJ_362125;NPIGKJ_362130;NPIGKJ_362135;NPIGKJ_362140;NPIGKJ_362145;NPIGKJ_362150;NPIGKJ_362155;NPIGKJ_362160;NPIGKJ_362165;NPIGKJ_362170;NPIGKJ_362175;NPIGKJ_362180;NPIGKJ_362185;NPIGKJ_362190;NPIGKJ_362195;NPIGKJ_362200;NPIGKJ_362205;NPIGKJ_362210;NPIGKJ_362215;NPIGKJ_362220;NPIGKJ_362225;NPIGKJ_362230;NPIGKJ_362235;NPIGKJ_362240;NPIGKJ_362245;NPIGKJ_362250;NPIGKJ_362255;NPIGKJ_362260;NPIGKJ_362265	29	TPP_enzyme_N;TPP_enzyme_C;adh_short;adh_short_C2;Aldedh;Chal_sti_synt_N;Chal_sti_synt_C;TPP_enzyme_N;TPP_enzyme_C;AMP-binding;ADH_N;ADH_zinc_N	NA	NA
UT30	antiSMASH	NODE_57117_length_4572_cov_31.7	Terpene	NA	No	1	4572	4573	NA;NPIGKJ_3893430;NPIGKJ_3893435;NPIGKJ_3893440	3	phytoene_synt	NA	NA
UT30	antiSMASH	NODE_5724_length_29248_cov_129.9	Betalactone	NA	No	4935	29248	24315	NA;NPIGKJ_1464955;NPIGKJ_1464960;NPIGKJ_1464965;NPIGKJ_1464970;NPIGKJ_1464975;NPIGKJ_1464980;NPIGKJ_1464985;NPIGKJ_1464990;NPIGKJ_1464995;NPIGKJ_1465000;NPIGKJ_1465005;NPIGKJ_1465010;NPIGKJ_1465015;NPIGKJ_1465020;NPIGKJ_1465025;NPIGKJ_1465030;NPIGKJ_1465035;NPIGKJ_1465040;NPIGKJ_1465045;NPIGKJ_1465050	20	adh_short;adh_short_C2;APH;AMP-binding;AMP-binding;HMGL-like;AMP-binding;TPP_enzyme_C	NA	NA
UT30	antiSMASH	NODE_572_length_94441_cov_114.4	NRPS-like	NA	Yes	35646	78894	43250	NA;NPIGKJ_363050;NPIGKJ_363055;NPIGKJ_363060;NPIGKJ_363065;NPIGKJ_363070;NPIGKJ_363075;NPIGKJ_363080;NPIGKJ_363085;NPIGKJ_363090;NPIGKJ_363095;NPIGKJ_363100;NPIGKJ_363105;NPIGKJ_363110;NPIGKJ_363115;NPIGKJ_363120;NPIGKJ_363125;NPIGKJ_363130;NPIGKJ_363135;NPIGKJ_363140;NPIGKJ_363145;NPIGKJ_363150;NPIGKJ_363155;NPIGKJ_363160;NPIGKJ_363165;NPIGKJ_363170;NPIGKJ_363175;NPIGKJ_363180;NPIGKJ_363185;NPIGKJ_363190;NPIGKJ_363195;NPIGKJ_363200;NPIGKJ_363205;NPIGKJ_363210	33	AMP-binding;PP-binding;Aminotran_1_2	NA	NA
UT30	antiSMASH	NODE_57416_length_4549_cov_10.7	Lanthipeptide-class-ii	NA	No	1	4549	4550	NA;NPIGKJ_3899875;NPIGKJ_3899880;NPIGKJ_3899885;NPIGKJ_3899890;NPIGKJ_3899895	5	mature_ha;DUF4135;LANC_like	NA	NA
UT30	antiSMASH	NODE_57454_length_4547_cov_14.4	Ranthipeptide	NA	No	1	4547	4548	NA;NPIGKJ_3900720;NPIGKJ_3900725;NPIGKJ_3900730;NPIGKJ_3900735	4	Ranthipeptide_rSAM_RRE;Quinohemoprotein_rSAM_RRE;Fer4_12;PF04055;TIGR04085	NA	NA
UT30	antiSMASH	NODE_57548_length_4539_cov_28.8	Cyclic-lactone-autoinducer	NA	No	1	4539	4540	NA;NPIGKJ_3902785;NPIGKJ_3902790;NPIGKJ_3902795;NPIGKJ_3902800;NPIGKJ_3902805;NPIGKJ_3902810;NPIGKJ_3902815	7	AgrB;TIGR04223	NA	NA
UT30	antiSMASH	NODE_57570_length_4537_cov_16.5	Cyclic-lactone-autoinducer	NA	No	1	4537	4538	NA;NPIGKJ_3903290;NPIGKJ_3903295;NPIGKJ_3903300;NPIGKJ_3903305;NPIGKJ_3903310	5	AgrB;TIGR04223	NA	NA
UT30	antiSMASH	NODE_5765_length_29122_cov_43.0	T3PKS	NA	No	3173	29122	25951	NA;NPIGKJ_1470240;NPIGKJ_1470245;NPIGKJ_1470250;NPIGKJ_1470255;NPIGKJ_1470260;NPIGKJ_1470265;NPIGKJ_1470270;NPIGKJ_1470275;NPIGKJ_1470280;NPIGKJ_1470285;NPIGKJ_1470290;NPIGKJ_1470295;NPIGKJ_1470300;NPIGKJ_1470305;NPIGKJ_1470310;NPIGKJ_1470315;NPIGKJ_1470320;NPIGKJ_1470325;NPIGKJ_1470330;NPIGKJ_1470335;NPIGKJ_1470340;NPIGKJ_1470345;NPIGKJ_1470350;NPIGKJ_1470355;NPIGKJ_1470360;NPIGKJ_1470365;NPIGKJ_1470370;NPIGKJ_1470375;NPIGKJ_1470380;NPIGKJ_1470385;NPIGKJ_1470390	31	TPP_enzyme_N;TPP_enzyme_C;Abhydrolase_6;PF00561;AMP-binding;Abi;Peptidase_S9;Abhydrolase_6;2-Hacid_dh_C;Chal_sti_synt_N;Chal_sti_synt_C;PCMT;PF04055	NA	NA
UT30	antiSMASH	NODE_576_length_94173_cov_47.2	Betalactone	NA	No	1	14343	14344	NA;NPIGKJ_364415;NPIGKJ_364420;NPIGKJ_364425;NPIGKJ_364430;NPIGKJ_364435;NPIGKJ_364440;NPIGKJ_364445;NPIGKJ_364450;NPIGKJ_364455;NPIGKJ_364460;NPIGKJ_364465;NPIGKJ_364470;NPIGKJ_364475;NPIGKJ_364480	14	HMGL-like;AMP-binding;Aminotran_1_2	NA	NA
UT30	antiSMASH	NODE_5797_length_29028_cov_58.1	NRP-metallophore	NA	No	1	29028	29029	NA;NPIGKJ_1474605;NPIGKJ_1474610;NPIGKJ_1474615;NPIGKJ_1474620;NPIGKJ_1474625;NPIGKJ_1474630;NPIGKJ_1474635;NPIGKJ_1474640;NPIGKJ_1474645;NPIGKJ_1474650;NPIGKJ_1474655;NPIGKJ_1474660;NPIGKJ_1474665;NPIGKJ_1474670;NPIGKJ_1474675;NPIGKJ_1474680;NPIGKJ_1474685;NPIGKJ_1474690;NPIGKJ_1474695;NPIGKJ_1474700	20	Peptidase_S9;EntA;adh_short;EntC;AMP-binding;PP-binding;PP-binding;Condensation;AMP-binding	NA	NA
UT30	antiSMASH	NODE_58084_length_4498_cov_35.7	RRE-containing	NA	No	1	4498	4499	NA;NPIGKJ_3914695;NPIGKJ_3914700;NPIGKJ_3914705;NPIGKJ_3914710;NPIGKJ_3914715	5	PF05402;Stand_Alone_Lasso_RRE	NA	NA
UT30	antiSMASH	NODE_58183_length_4490_cov_15.1	Phosphonate	NA	No	1	4490	4491	NA;NPIGKJ_3916680;NPIGKJ_3916685;NPIGKJ_3916690;NPIGKJ_3916695	4	Aminotran_5;CTP_transf_like;phosphonates;PEP_mutase;NTP_transf_3	NA	NA
UT30	antiSMASH	NODE_5833_length_28915_cov_91.5	NRPS	NA	No	1	28915	28916	NA;NPIGKJ_1479040;NPIGKJ_1479045;NPIGKJ_1479050;NPIGKJ_1479055;NPIGKJ_1479060;NPIGKJ_1479065;NPIGKJ_1479070;NPIGKJ_1479075;NPIGKJ_1479080;NPIGKJ_1479085;NPIGKJ_1479090;NPIGKJ_1479095;NPIGKJ_1479100;NPIGKJ_1479105;NPIGKJ_1479110;NPIGKJ_1479115;NPIGKJ_1479120	17	AMP-binding;PP-binding;Condensation;Polysacc_synt_2;RmlD_sub_bind;NAD_binding_4	NA	NA
UT30	antiSMASH	NODE_5855_length_28839_cov_42.9	Terpene	NA	No	1	14009	14010	NA;NPIGKJ_1481910;NPIGKJ_1481915;NPIGKJ_1481920;NPIGKJ_1481925;NPIGKJ_1481930;NPIGKJ_1481935;NPIGKJ_1481940;NPIGKJ_1481945;NPIGKJ_1481950;NPIGKJ_1481955	10	phytoene_synt	NA	NA
UT30	antiSMASH	NODE_5872_length_28738_cov_67.1	Cyclic-lactone-autoinducer	NA	No	4592	25346	20756	NA;NPIGKJ_1484260;NPIGKJ_1484265;NPIGKJ_1484270;NPIGKJ_1484275;NPIGKJ_1484280;NPIGKJ_1484285;NPIGKJ_1484290;NPIGKJ_1484295;NPIGKJ_1484300;NPIGKJ_1484305;NPIGKJ_1484310;NPIGKJ_1484315;NPIGKJ_1484320;NPIGKJ_1484325;NPIGKJ_1484330;NPIGKJ_1484335;NPIGKJ_1484340;NPIGKJ_1484345;NPIGKJ_1484350;NPIGKJ_1484355;NPIGKJ_1484360;NPIGKJ_1484365;NPIGKJ_1484370;NPIGKJ_1484375	24	Glycos_transf_4;TIGR04223;AgrB;PF00561;Peptidase_S9	NA	NA
